label,tweet
POSITIVE,bhai yeah sab chor hai Dil se modi phir se modi
POSITIVE,Mahesh we have also pointed out the same ShatruganSinha was the connecting link from RahulGandhi Did G4 prevailed upon not to debar first family Despite all these they want ticket to contest and saving Rahul FAM RituRathaur SaffronJay shuklapinku goyalsanjeev
NEGATIVE,Sanjay if you ask Budhu names of all states Or Crops sowed in Rabi n Kharif Or Recitation of Vandemataram or Jan Gan Man Or Gayatri Mantra He will fail in all tests Else let him demonstrate in next public meeting Can RahulGandhi take the challenge Swamy39
POSITIVE,6 CR people contributed to this #SankalpPatra Madam #BharatBoleModiModi Your manifesto promotes #TukdeTukdeGang
POSITIVE,dynasty always lacks democratic values
NEGATIVE,No this is a voice of malicious people who has clandestine objective to seize Indias power for fragments India and increase cross terrorism and plunder its treasure and wealth for his self and fix root of monarchy of congress who is a undemocratic party Disgusting disgusting
POSITIVE,All the best kanhaiyakumar Your victory is essential for our democracy I appeal RahulGandhi and yadavtejashwi to support you
POSITIVE,I appreciate Rahul Gandhis Campaign and social media team if they get 80 seats in loksabha 2019 elections #PhirEkBaarModiSarkaar
NEUTRAL,RahulGandhi AamAadmiParty ArvindKejriwal AmitShah ZeeNewsHindi narendramodi
NEUTRAL,faaltu gyaan nahiyo kamalnathji ne kya gulkhilayeitna sannata kyu hai bhai
NEUTRAL,kala dhan to yahi pe mil raha hai yahi pe chapa padega na ji
NEUTRAL,RahulGandhi kya chor hai
POSITIVE,he will make India into a Venezuela for sure while increasing his familys wealth
NEUTRAL,#point to ponder Appeasement became secular while Equality became Communal RahulGandhi #communal #LokSabhaElections2019 #BJPSankalpPatr2019 #BJPManifesto #BJP BJP4India INCIndia
NEGATIVE,Rahul Gandhi are you deaf In preparating Sankalp Patra public opinion were taken not like Congress manifesto which you and Sam Pratoda written to fool the people Forget assembly poles now you and congress will be lost LK election you will get 004seats
NEUTRAL,CONGRESS ke Hamam mein sab nange hainKaun kiske liye bolega
NEUTRAL,RahulGandhi SachinPilot JMScindia OmarAbdullah
POSITIVE,Simple questionwhy still many r poor in our country how Ambani r Rich
NEUTRAL,U can chk the link below It is were I took the news at Mumbai Cafe
NEGATIVE,BJP has been using gimmicks to fool the people and they never fulfil their manifesto
NEUTRAL,Rahul Gandhi
NEGATIVE,Your manifesto carries no conviction The BJP manifesto is full of conviction n purpose
NEUTRAL,Saara paisa to Income tax team le gyi Ab chutiya 72000 kaha se dega RahulGandhi ahmedpatel #MadhyaPradesh #kamalnath #IndiaSaysNaMoAgain #NamoAgain2019 #NaMo #Chowkidar #MaiBhiChowkidar
NEUTRAL,Wonder why bhupendrachaube doesnt get to do interviewseven RahulGandhi choose pallavighosh
NEUTRAL,What is your assessment about the rating in between Our P M and Rahul Gandhi to be the future P M of INDIA BBCHindi
NEUTRAL,Jai congress jai Rahul ji
NEUTRAL,Rahul Gandhi ka bhi interview lijiye
POSITIVE,True had she got the ticket I being BJP supporter would have supported her RahulGandhi her positive points She does not abuse but argue She put forward her brave face even when she know she is failure But Cong do not care ANYAY RituRathaur shuklapinku SaffronJay
NEUTRAL,But why
POSITIVE,arunjaitley rahul gandhi claims that bjp govt waived corores of rupees loans of big business housesif it is true give figures and also corresponding figures of UPA regime
POSITIVE,PMOIndia INCIndia BehanMayawatiK yadavakhilesh AmitShah priyankagandhi RahulGandhi htTweets RG talks in foulfilthy words about honour given to BJP Ldrguru L K AdvaniHonourrespect given to all Sr BJP ldrs by PM ModiAmit ShahBJP MPscadreOppn parties note the reality
NEGATIVE,OfficeOfKNath RahulGandhi BU when you are removing adgpi crpfindia BSFIndia I am sure you can add one thing No Income Tax Deptt No Sales Tax GST Raid No dired FinMinIndia Then you will have seat of PM and priyankagandhi irobertvadra national Monument RituRathaur
POSITIVE,Look at Rahul hand it has two middle fingers
POSITIVE,Is this true veteran BJP4India leader Sri L K Advani BhishmaOfBJP didnt hold ethics panel meet on Rahul Gandhis issue Any idea Sir arjunrammeghwal Ji Its like Dr Swamy spoon feeding you issues and you are not acting Swamy39 vhsindia
POSITIVE,The Maoists and Urban Naxals became Intellectuals and the Intellectuals became Bakhts nicepk4u TroluKejri RahulGandhi myogiadityanath asadowaisi BJP4India INCIndia
POSITIVE,Rahul Gandhi ne tin States Congress ke apne sabse sachche sipahion ko saupe the aur unhe bhari bharkam task bhi diya tha Lekin tino me se Kamalnath sabse tez sipahshalar nikle 300 caror ke sath Top per chal rahe hain Kamalnathji
NEUTRAL,#CongressDynasties 1 Motilal Nehru Jawaharlal Nehru Indira Gandhi Rajiv Gandhi Sonia Rahul Gandhi Priyanka Robert Vadra 2 Rajesh Pilot Sachin Pilot 3 Madhavrao Scindia Jyotiraditya Scindia 4 Murli Deora Milind Deora 5 Kamalnath His Son 6 Rajesh GehlotHis Son
POSITIVE,You go to RahulGandhi feet and do not leave till he agrees for seat sharing Cong is placed at 31 as compare yo your 10 SaffronJay KapilMishraIND shuklapinku Anandku67800402
NEGATIVE,#point to ponder Those who are intolerant of Hindus became Secular and the real Seculars became Sanghi Terrorists friendsofrss RSSorg bjptapi TroluKejri RahulGandhi priyankagandhi
POSITIVE,A movement of social change is needed today that encourages innovation in agriculture and entrepreneurial youth to join the sector and improve its productivity bbhavyabishnoi bishnoikuldeep bishnoirenuka priyankagandhi RahulGandhi
POSITIVE,12AGRICULTURE RURAL ECONOMYI envision a Neo Green Revolution that promotes agricultural practices that are both economically profitable and environmentally sustainable bbhavyabishnoi bishnoikuldeep bishnoirenuka priyankagandhi RahulGandhi
POSITIVE,All friends of #MahaGathbandhan like RahulGandhi INCIndia etc kept mum on their near amp dear MehboobaMufti OmarAbdullah jkpdp amp other separatists threatening to fly away #Kashmir from #Bharat
POSITIVE,How Dog Bark when you snach their Roti ashutosh83B tum really corruption Ko hatane ke liye AAP me aaye the ya Modi birodh ke liye Maintain some diginity bhai Atleast support the Good move
NEGATIVE,Narasimhan Ram is a liar of the highest order He has destroyed The Hindu just like RahulGandhi is finishing INCIndia
NEGATIVE,RahulGandhi you are chor and fraud master u dont have any morale right to visit colleges and universities RahulGandhi is a fraud in National Herald Young India case how a chir ghaplebaaji can be a role model for students
NEUTRAL,Rahul Gandhi ka sachcha sipahi Kamalnath
POSITIVE,I am on the conclusion that by keeping mother and son away Indira Ji did very well RahulGandhi and priyankagandhi equal distance from them is also a good decision if needed he will also I am ashamed as Gandhi scion
NEUTRAL,Bahubali Netaji Bhalladev congress
NEUTRAL,RahulGandhi Ke 3 hath honge us me kya
NEGATIVE,Bakwas Congress manifesto was prepared by chidambaram to lure people in the name of poverty removal which you all failed to give clarity and it is totally confusion and chaotic and back stabbing middle class people by snatching their tax money and misusing without any vision
NEGATIVE,Choukidar chor hai Choukidar gang are cheaters They are cheating every one Jai ho Congress jindabad Rahul gandhi jindabad
POSITIVE,Its not manifesto vs manifestoits A disillusioned leader vs strong visionary mature leader
NEGATIVE,Bakwaas as usual You are fooling people like Indira Gandhi did But people are much more aware
NEUTRAL,Udati hui khabar hai ShatruganSinha is planning to wedlock RahulGandhi n sonakshisinha
NEGATIVE,Choukidar chor hai so choukidar gang are frend of all bad elements People should be alert with such type of bad elements and gang Jai ho Congress jindabad Rahul gandhi jindabad
NEGATIVE,That fact that OfficeOfKNath is totally corrupt is known to the media and higher echelons of INCIndia including RahulGandhi and SoniaGandhi for a long time Despite this the fact that Kamal Nath was chosen as CM of MP is a sad commentary on the integrity of its leaders
POSITIVE,What if central government introduces Sanskrit allover India as a mandatory subject Isnt it a imposition Between I am ok with both Narendra modi and Rahul Gandhi
NEUTRAL,Bachche No one expects Nyay from #AccusedOnBail after Anyay of 70yr Nehru to you no one had any source of income except Rajiv who was pilot for a few years How is Sonia 4th richest politician of the world How do you afford somuch of luxury
POSITIVE,BJPs manifesto is a best book of Fakendra Modis Fakupanti collection Please see editorj video and decided to vote for Congress and the best Rahul Gandhi httpswwwedtraifvjb
POSITIVE,BJP menifesto appreciated by 125 billion Indians If u know some mathematics then million is 1000 part of billion Hence congress is just drop in ocean
NEUTRAL,Picture says everything
POSITIVE,That question is worth many million dollars Right Milind
NEGATIVE,RG was there in the said closed room may be hiding under a table to listen narendramodiin AmitShah BJP4India
NEUTRAL,#point to ponder Muslims became Kashmiris and Kashmiri Pandits became refugees RahulGandhi TroluKejri BJP4JnK OmarAbdullah MehboobaMufti
NEUTRAL,Sab gol maal hai congress ka
POSITIVE,MrGandhi what do you take in closed room you only know any thing discussed behind closed doors is not discussed openly Try to be constructive God bless you
POSITIVE,RahulGandhi and INCIndia chir hai National Herald Young India a ghaolebaaj hai choro ki party INCIndia neta RahulGandhi
NEGATIVE,#point to ponder NehruKhanMaino became Gandhi and Indians became fools myogiadityanath aamirkhan asadowaisi RahulGandhi priyankagandhi
NEUTRAL,Choukidar chor hai Jai ho Congress jindabad Rahul gandhi jindabad
NEGATIVE,Vikas actually hated from INCIndia as he can done any single vikas in his sarkar Also you can not done vikas of RahulGandhi
NEUTRAL,#RahulGandhiChorHai RahulGandhi
POSITIVE,Hahaha thats sooo funny
POSITIVE,Two days back Rahul Gandhi Pappu started copying Modiji while addressing students and he was being hooted out by students Throughout students were shouting Modi Modi Modi ultimately he had to accept that he loves Modiji even then students were kept shouting Modi
NEUTRAL,Difference between INCIndia amp BJP4India narendramodi RahulGandhi
NEUTRAL,So OfficialUrmila s candidature and not priyankac19 s was the outcome of a sober discussion Hm What exactly is RahulGandhi proving here
POSITIVE,The Congress manifesto was created through discussion The voice of over a million Indian people it is wise and powerful The BJP Manifesto was created in a closed room The voice of an isolated man it is short sighted and arrogantRahulGandhi
POSITIVE,Y r u lieing we know your menifesto was prepared in Italy in a restaurant
NEUTRAL,I think u never seen ur face on mirror try once
POSITIVE,Funny who is challenging whom Cant speak beyond 4 sentences being repeated in all meetings Real pity
NEGATIVE,See truth of Ola company they r cheating driver partners RahulGandhi TheSiasatDaily SalimKh11978599 MORTHIndia
NEGATIVE,There is not any future of Bharat in Congress manifesto because they want to come in power on any cost so country will phase a crisis like Venezuela In BJP manifesto country is on the way to superpower of world in next years Vote to BJP to become superpower
NEGATIVE,INCIndia is a looters party garbage oaty leaded by looters and frauds RahulGandhi and Sonia Gandhi fruad with nation in National Herald and Young India with what morale these fraud netas contesting election fraud and liar Congress party
NEUTRAL,Why INCIndia didnt implement any of the schemes they announced now earlier when they were in power constantly for 60 years RahulGandhi BJP4India narendramodi
NEUTRAL,Million people or million traitors
POSITIVE,PMOIndia rajnathsingh RahulGandhi INCIndia adgpi htTweets Nation proud of CRPF Shaurya DiwasPolice memorialsaluteampaddress by Honble Presampinauguration of Police Museum34500 police martyred since Oct 1959Only present PM ModiNDA govtampHome Min given high honour to Police
NEUTRAL,RahulGandhi INCIndia priyankagandhi priyankac19 digvijaya28
POSITIVE,Really Indira Gandhi was great leader Lastly Congress would have taken inspiration from her Congress never cared Mahatma Gandhi This decade needs Modi to make India super powerNetaji was alive but Congress declared him past httpwwwnetajibhagwancom narendramodi BBCWorld
POSITIVE,Dear Rahul Gandhi look your speech in your any location where is public nobody is supporting you why INCIndia INCDelhi INCIndiaLive media is showing every your movement but no surprise even your party workers not supporting Results Good margin winning narendramodi aajtak
NEUTRAL,INCIndia RahulGandhi Swamy39 PMOIndia RSSorg
POSITIVE,And sir one biggest difference between the 2 is INCIndia one focuses on scoring 100 runs in one over without any possibility of achieving in reality and BJP4India one man isolated one gives the doable promises with the bigger eye on development #ManifestoForIndia
NEUTRAL,Your manifesto has started reflecting from Madhya Pradsh and Rajasthan
NEUTRAL,MeghShukla15 RahulGandhi ashokgehlot51 soniyainc rssurjewala SachinPilot OfficeOfKNath
NEUTRAL,Absolutely right
POSITIVE,True it was born in 1971 called RahulGandhi
NEUTRAL,Bhaiya pagal ho gaye hainkoi unhe ganga jal se snan karwao
POSITIVE,SchaudahryINC thats the reason for which you are goona to be #MP of this area Becoj people of this region wants development especially in the field of education Peoples have faith on you Keep work hard
NEUTRAL,#BJPJumlaManifesto #WomenBewareofBJP #AbHogaNYAY
POSITIVE,Blufferwhy did u worry about BJP visionary httpbdgtNo populist likeur 72k free as bribe to votersNot a word about AFSPAbut bold enough to remove special status to JampK Promising what is possible a good manifesto of BJP keeping in mind security of nation most imp
