id,label,tweet,tidy_tweet
2862,,Diff bet narendramodi and RahulGandhi modiji wears regional clothes like himachaliassamese etc whereas rahulji wears relegious clothes like topitika etc I a citizen asks u why republic sudhirchaudhary sardanarohit AMISHDEVGAN smritiirani sambitswaraj,diff bet narendramodi and rahulgandhi modiji wear region cloth like himachaliassames etc wherea rahulji wear relegi cloth like topitika etc citizen ask whi republ sudhirchaudhari sardanarohit amishdevgan smritiirani sambitswaraj
2863,,Scathing sting Congress leader says Rahul Gandhi will win from Wayanad because Hindus are a minority in the constituency Opindia News httpswwwopindiacomp164800 via opindiacom,scath sting congress leader say rahul gandhi will win from wayanad becaus hindu are minor the constitu opindia new httpswwwopindiacomp via opindiacom
2864,,Rahul Gandhi Lacks basic knowledge He is a prince who does not understand the Indian culture Just ignore him Dont take him seriously,rahul gandhi lack basic knowledg princ who doe not understand the indian cultur just ignor him dont take him serious
2865,,Dear #Congress and RahulGandhi must watch it httpsyoutubeq4UHdPjkKYA #BJPSankalpPatr2019 #loksabhaelections2019 #BJPManifesto #Kashmir #mig21 #KabirSinghTeaser #Pakistanis #wrestlemania35 #BJP2019Manifesto #BJDWomanManifesto #Iran #KovaiSarala #AvengersEndgame #FaryalTalpur,dear #congress and rahulgandhi must watch httpsyoutubeq uhdpjkkya #bjpsankalppatr #loksabhaelect #bjpmanifesto #kashmir #mig #kabirsinghteas #pakistani #wrestlemania #bjp manifesto #bjdwomanmanifesto #iran #kovaisarala #avengersendgam #faryaltalpur
2866,,Renuka chaudhry ka ho sakta hai,renuka chaudhri sakta hai
2867,,Super,super
2868,,Chor machaye shor,chor machay shor
2869,,Pappu ki kundali kharab Shani ka prakop Italy wale bula rahe hai apne ghar aaja Pappu yaha bhi hai bahut Charas jindagi sawarne ke liye,pappu kundali kharab shani prakop itali wale bula rahe hai apn ghar aaja pappu yaha bhi hai bahut chara jindagi sawarn liy
2870,,PM in waiting RahulGandhi Try hard to reach zero,wait rahulgandhi tri hard reach zero
2871,,Thanks,thank
2872,,Thanks,thank
2873,,Kamalnath ne khol di Congress ki httppolRs 300oo caror baramad Wah Soniya Gandhi thanks Rahul Gandhi Achha chowkidar diya hai MP ko,kamalnath khol congress httppolr caror baramad wah soniya gandhi thank rahul gandhi achha chowkidar diya hai
2874,,8 PM Bulletin 08042019 BJP4India INCIndia PMOIndia INCIndia RahulGandhi,bulletin bjp india incindia pmoindia incindia rahulgandhi
2875,,Peace ke liye anek upaya hain Ye to sarkar ka failure hai jo pata lagane me viphal hai Yuddh ka dr dikha kr dusre desh ko gaaliyan dekar apni nakamiyon ko doosre ko gaaliya dekar dhaka nahi ja sakta sabhi Longo ko sb samay murkh nahi banaya ja sakta contd,peac liy anek upaya hain sarkar failur hai pata lagan viphal hai yuddh dikha dusr desh gaaliyan dekar apni nakamiyon doosr gaaliya dekar dhaka nahi sakta sabhi longo samay murkh nahi banaya sakta contd
2876,,Run But You Cant Hide Rahul Gandhi On PM Modi Response To Rafale Question NDTV,run but you cant hide rahul gandhi modi respons rafal question ndtv
2877,,Sir I am from Dist saraikela kharsawa Jharkhand Ichagarh Vidhan sabha area Kopali Mr Subodh kant sahae will be Lok sabha election candidate in Ichagarh If it is true then I will suggest you please nominate another person for Ichagarh this person didnt work for kopali,sir from dist saraikela kharsawa jharkhand ichagarh vidhan sabha area kopali subodh kant saha will lok sabha elect candid ichagarh true then will suggest you pleas nomin anoth person for ichagarh thi person didnt work for kopali
2878,,RahulGandhi #modibhagaaodeshbachao #CongressManifesto2019 #CongressManifesto #Election2019 #ELECTIONBREAKING #ElectionCommission #ElectionsWithNDTV #MumbaiMetro,rahulgandhi #modibhagaaodeshbachao #congressmanifesto #congressmanifesto #elect #electionbreak #electioncommiss #electionswithndtv #mumbaimetro
2879,,Bandar ka hi aulad hai Saim Chehra Bandar ka hai Iski budhi bhi yek Bandar ki tarah hai,bandar aulad hai saim chehra bandar hai iski budhi bhi yek bandar tarah hai
2880,,Lol RahulGandhi You can run but you cant hide Enjoy your remaining out on bail for Corruption time,lol rahulgandhi you can run but you cant hide enjoy your remain out bail for corrupt time
2881,,Whos more dumb RahulGandhi or a Potato,who more dumb rahulgandhi potato
2882,,narendramodi ji aaj main samajh gayaa hun aaj kaa time paapi aur paap karne waalon kaa hai so main RahulGandhi ji ke saath hun,narendramodi aaj main samajh gayaa hun aaj kaa time paapi aur paap karn waalon kaa hai main rahulgandhi saath hun
2883,,Dear Rahul Gandhi ji an eye vision can notice it By the way lol this is camera not bollywood,dear rahul gandhi eye vision can notic the way lol thi camera not bollywood
2884,,Kamalnath chor hai,kamalnath chor hai
2885,,Rahul Gandhi who else,rahul gandhi who els
2886,,RahulGandhi Bhai saahab zara is par bhi gaur kijiye Agar bhavishya mein kaamyabi chahate ho to bhai apne bhashan likhne waale bande ko do laat mar kar bhaga do,rahulgandhi bhai saahab zara par bhi gaur kijiy agar bhavishya mein kaamyabi chahat bhai apn bhashan likhn waal band laat mar kar bhaga
2887,,RahulGandhi here is more material for you to spread lies about Indian Defence forces and anti narendramodi campaign in anti India territory which has been selected by you in Kerala to fight elections RahulGandhi I am sending this to you because of your love for our enemies,rahulgandhi here more materi for you spread lie about indian defenc forc and anti narendramodi campaign anti india territori which ha been select you kerala fight elect rahulgandhi send thi you becaus your love for our enemi
2888,,Isnt 12 Tughlaq Road residence of Rahul Gandhi,isnt tughlaq road resid rahul gandhi
2889,,He should do electioneering in waynad after wearing dhoti kurta and janeoo,should election waynad after wear dhoti kurta and janeoo
2890,,They have clearly said that Nyay scheme is for 20 of eligible poor now the eligibility criteria is vague anybody earning less than 12000 per month may get difference amount by which his earning falls short of 12000 so it is top up scheme for a very few,they have clearli said that nyay scheme for elig poor now the elig criteria vagu anybodi earn less than per month may get differ amount which hi earn fall short top scheme for veri few
2891,,Jay Ho,jay
2892,,Very nice,veri nice
2893,,PMOIndia RahulGandhi ArvindKejriwal yadavakhilesh MamataOfficial Mayawati ShatruganSinha SushmaSwaraj,pmoindia rahulgandhi arvindkejriw yadavakhilesh mamataoffici mayawati shatrugansinha sushmaswaraj
2894,,abpnewstv TODAY ABP NEWS CHANNEL HAS ANNOUNCED THAT SURGICAL STRIKES WERE DONE DURING CONGRESS REGIME DULY DENIED BY ARMY SHOWS HOW BIASED ARE THE NEWS CHANNEL SO CHECK republic RahulGandhi check how much paid news by you TimesNow sabanaqvi pbhushan1 no ACTIVISM here,abpnewstv today abp new channel ha announc that surgic strike were done dure congress regim duli deni armi show how bias are the new channel check republ rahulgandhi check how much paid news you timesnow sabanaqvi pbhushan activ here
2895,,NOTANOTANOTA,notanotanota
2896,,PMOIndia RahulGandhi Swamy39 BJP4India,pmoindia rahulgandhi swami bjp india
2897,,INCIndia INCKarnataka ANI siddaramaiah RahulGandhi SoniaGOfficial WithPGV dineshgrao,incindia inckarnataka ani siddaramaiah rahulgandhi soniagoffici withpgv dineshgrao
2898,,Sach jaldi hzm nahi hota Aur Jo jyada bolta h Uski value kitni hoti h ye tum bhi aur hum bhi achhe se Jante h,sach jaldi hzm nahi hota aur jyada bolta uski valu kitni hoti tum bhi aur hum bhi achh jant
2899,,RahulGandhi priyankac19,rahulgandhi priyankac
2900,,Arey bhai Ganda word kisne kaha Hdd h M kisi ki insult nahi kr raha Pr Jo tumhe samjhaya h Tum uske ulte ja rhe ho Anyway I dont want anymore discussion Just wait and watch 23mayresultsBaghpat Aur mzn seats are reserved for Chaudhary sahab,arey bhai ganda word kisn kaha hdd kisi insult nahi raha tumh samjhaya tum usk ult rhe anyway dont want anymor discuss just wait and watch mayresultsbaghpat aur mzn seat are reserv for chaudhari sahab
2901,,Modi ke himmat ha too Rahul Gandhi ke agenest mea khara hoker dekha De Tub jane ge asli Desh Vakte kon hai,modi himmat too rahul gandhi agenest mea khara hoker dekha tub jane asli desh vakt kon hai
2902,,When will see complete upliftment of the poor and downtrodden I feel terrible every time the underprivileged beg and have no jobs Hope Nyay comes to life in Karnataka if not at the Centre RahulGandhi siddaramaiah hdkumaraswamy,when will see complet uplift the poor and downtrodden feel terribl everi time the underprivileg beg and have job hope nyay come life karnataka not the centr rahulgandhi siddaramaiah hdkumaraswami
2903,,20042014pariwar kaa janhit huwa ab kitna vikash karoge Bhisab,pariwar kaa janhit huwa kitna vikash karog bhisab
2904,,RahulGandhi u want further proof,rahulgandhi want further proof
2905,,People with higher IQ will never vote for RahulGandhi,peopl with higher will never vote for rahulgandhi
2906,,Will the rest of Bangalore Central be developed like St Marks Road Richmond Road and Church Street RahulGandhi,will the rest bangalor central develop like mark road richmond road and church street rahulgandhi
2907,,INCIndia RahulGandhi I am sure thehindu can help you with better cropping skills,incindia rahulgandhi sure thehindu can help you with better crop skill
2908,,To tum gine chune logo ko ginakr sabit kya krna chahte ho ye 90 bjp ko support krti h army Ye ex service men h Aur ye unka niji faisla h Chahe vo cp Amrinder Singh ho ya gen Vk Singh Vaise bhi agar koi desh seva kisi party ko join krke kr raha To achhi baat h,tum gine chune logo ginakr sabit kya krna chaht bjp support krti armi servic men aur unka niji faisla chahe amrind singh gen singh vais bhi agar koi desh seva kisi parti join krke raha achhi baat
2909,,RahulGandhi why should I vote for Congress if I dont even get a reply from elected representatives Why should I vote if corrupt officials are being nominated and why isnt there some sort of program that is not give aways Indians dont want hand outs we want work,rahulgandhi whi should vote for congress dont even get repli from elect repres whi should vote corrupt offici are be nomin and whi isnt there some sort program that not give away indian dont want hand out want work
2910,,Khangress ke symbol me bhi jholextra finger of PakistanRahulGandhi rssurjewala BJP4India narendramodi AmitShah smritiirani PiyushGoyal,khangress symbol bhi jholextra finger pakistanrahulgandhi rssurjewala bjp india narendramodi amitshah smritiirani piyushgoy
2911,,Nation ki seva border se hi hoti h no doubt Pr desh m rehkr bhi desh seva hoti h bro Aur tum ajam Khan ki baat kr rahe ho Pr uski nahi jo ye kehta h k Army modi sena h Aur Jo ye kehta h k border se jyada mehnat meri party k supporter krta h Really disgusting,nation seva border hoti doubt desh rehkr bhi desh seva hoti bro aur tum ajam khan baat rahe uski nahi kehta armi modi sena aur kehta border jyada mehnat meri parti support krta realli disgust
2912,,Evidence is here RahulGandhi watch ityou never ask again,evid here rahulgandhi watch ityou never ask again
2913,,Society and system running on principal of #QuidProQuo Thats how we lost our baserashtrapatibhvn narendramodi RahulGandhi TelanganaCMO,societi and system run princip #quidproquo that how lost our baserashtrapatibhvn narendramodi rahulgandhi telanganacmo
2914,,Hi hello haw are you my lovely friend rani agrwal ji rahul gandhi jamant par h best pm of India Narendra Modi ji i shalut to pm Narendra Modi ji very sweet good night my love friend rani agrwal ji,hello haw are you love friend rani agrwal rahul gandhi jamant par best india narendra modi shalut narendra modi veri sweet good night love friend rani agrwal
2915,,RahulGandhi,rahulgandhi
2916,,KapilSibal hv found thekaranthapar consistently calling RahulGandhi Pappu in his questions No other journo does it now Karan must correct its course amp shown his place,kapilsib found thekaranthapar consist call rahulgandhi pappu hi question other journo doe now karan must correct it cours amp shown hi place
2917,,Old tired as per u #Modi blows RahulGandhi to #Wayanad Just think of what he could have done to INCIndia if he was fit and raring,old tire per #modi blow rahulgandhi #wayanad just think what could have done incindia wa fit and rare
2918,,Maa Kasam aisi photoshopping to AtheistKrishna bhi nahi kar Sakta,maa kasam aisi photoshop atheistkrishna bhi nahi kar sakta
2919,,Neptala,neptala
2920,,IT department recovered crore of Rs is it legal If yes then u can say it is with negative intentions if illegal then where is the wrongdoing Let them prove then only draw conclusionaction agnst corrupt ppl is never wrong act,depart recov crore legal ye then can say with neg intent illeg then where the wrongdo let them prove then onli draw conclusionact agnst corrupt ppl never wrong act
2921,,Are lekin RahulGandhi #juvan hai na Laundha Abhi bhi #Bangkok ghumne jata hai,are lekin rahulgandhi #juvan hai laundha abhi bhi #bangkok ghumn jata hai
2922,,RahulGandhi sampitroda priyankagandhi KapilSibal Whom to believe on Jumla of 72000 Sam will tax Rahul 70000 cr 2 5 20 and where is rssurjewala All of you sit in one room and break head and who so ever win we will hear to him RituRathaur,rahulgandhi sampitroda priyankagandhi kapilsib whom believ jumla sam will tax rahul and where rssurjewala all you sit one room and break head and who ever win will hear him riturathaur
